cells,steps,density,threads_or_ranks,wall_time
15000000,500,0.30,1,14.354099
15000000,500,0.30,1,15.491235
15000000,500,0.30,1,15.641992
15000000,500,0.30,1,15.420372
15000000,500,0.30,1,15.797946
15000000,500,0.30,1,15.239462
15000000,500,0.30,1,14.799255
15000000,500,0.30,1,14.754502
15000000,500,0.30,1,14.680571
15000000,500,0.30,1,17.811452
15000000,500,0.30,1,16.193560
15000000,500,0.30,1,15.146216
15000000,500,0.30,1,15.015783
15000000,500,0.30,1,14.991628
15000000,500,0.30,1,15.267264
15000000,500,0.30,1,14.605325
15000000,500,0.30,1,15.639728
15000000,500,0.30,1,15.579084
15000000,500,0.30,1,15.509181
15000000,500,0.30,1,14.467495
15000000,500,0.30,1,15.352411
15000000,500,0.30,1,15.315888
15000000,500,0.30,1,15.600761
15000000,500,0.30,1,14.375796
15000000,500,0.30,1,15.238905
15000000,500,0.30,1,15.126460
15000000,500,0.30,1,15.544079
15000000,500,0.30,1,15.527579
15000000,500,0.30,1,14.805048
15000000,500,0.30,1,14.404322
15000000,500,0.30,1,14.814215
15000000,500,0.30,1,15.370165
15000000,500,0.30,1,14.718265
15000000,500,0.30,1,14.752509
15000000,500,0.30,1,14.129678
15000000,500,0.30,1,14.815435
15000000,500,0.30,1,14.770942
15000000,500,0.30,1,14.171363
15000000,500,0.30,1,14.783497
15000000,500,0.30,1,14.773687
15000000,500,0.30,1,14.172601
15000000,500,0.30,1,14.215306
20000000,500,0.30,1,19.695837
20000000,500,0.30,1,19.955036
20000000,500,0.30,1,19.909535
20000000,500,0.30,1,20.527644
20000000,500,0.30,1,19.533290
20000000,500,0.30,1,19.588899
20000000,500,0.30,1,18.743095
20000000,500,0.30,1,19.679587
20000000,500,0.30,1,19.612878
20000000,500,0.30,1,19.590905
20000000,500,0.30,1,19.614411
20000000,500,0.30,1,19.534563
20000000,500,0.30,1,19.597872
20000000,500,0.30,1,19.605556
20000000,500,0.30,1,20.466124
20000000,500,0.30,1,20.391470
20000000,500,0.30,1,19.556452
20000000,500,0.30,1,19.527449
20000000,500,0.30,1,19.619950
20000000,500,0.30,1,19.586976
20000000,500,0.30,1,18.873554
20000000,500,0.30,1,18.888070
20000000,500,0.30,1,19.741432
20000000,500,0.30,1,19.703927
20000000,500,0.30,1,19.630772
20000000,500,0.30,1,19.597230
20000000,500,0.30,1,19.595034
20000000,500,0.30,1,19.615835
20000000,500,0.30,1,18.722245
20000000,500,0.30,1,19.646940
20000000,500,0.30,1,19.616651
20000000,500,0.30,1,19.560312
20000000,500,0.30,1,20.439600
20000000,500,0.30,1,18.764056
20000000,500,0.30,1,20.509561
20000000,500,0.30,1,19.538253
20000000,500,0.30,1,19.559010
20000000,500,0.30,1,19.593805
20000000,500,0.30,1,20.370796
20000000,500,0.30,1,19.546920
20000000,500,0.30,1,19.580232
20000000,500,0.30,1,19.540367
20000000,500,0.30,1,19.576701
20000000,500,0.30,1,20.390442
20000000,500,0.30,1,19.508168
20000000,500,0.30,1,20.372602
20000000,500,0.30,1,19.538735
20000000,500,0.30,1,19.449494
20000000,500,0.30,1,20.444189
20000000,500,0.30,1,19.510847
10000000,500,0.30,1,9.442963
10000000,500,0.30,1,9.834128
10000000,500,0.30,1,9.769092
10000000,500,0.30,1,10.219017
10000000,500,0.30,1,9.787393
10000000,500,0.30,1,9.785911
10000000,500,0.30,1,9.804921
10000000,500,0.30,1,10.214477
10000000,500,0.30,1,9.771570
10000000,500,0.30,1,9.780649
5000000,1000,0.30,1,10.077798
5000000,1000,0.30,1,10.222017
5000000,1000,0.30,1,9.902335
5000000,1000,0.30,1,9.766418
5000000,1000,0.30,1,9.570003
5000000,1000,0.30,1,9.614184
5000000,1000,0.30,1,9.646026
5000000,1000,0.30,1,9.760491
5000000,1000,0.30,1,10.207895
5000000,1000,0.30,1,9.838086
5000000,5000,0.30,1,49.653630
5000000,5000,0.30,1,52.639262
5000000,5000,0.30,1,50.845187
